Category,Model Name,Asset Name,Location,Due Date / Issued,Calib Due/ Done Date,Atch,Parent Asset,Options
Tools,Stanley 300W SS30 Orbital Sander 125mm,(373) Stanley 300W SS30 Orbital Sander 125mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate Plug Gauge-Go-NoGo,(374) Non Extrusion Plate Plug Gauge-Go-NoGo,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Steel Parallels (250x60x30)mm,(375) 27204-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mitsubishi Inverter Split AC 1.9 TON,(376) Y-JX22 VF-DA1,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Voltas Inverter Split AC 2.0 Ton,(377) 4513352F25AD06296,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Voltas Inverter Split AC 2.0 Ton,(378) 4513352F25AD04853,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,INSIZE Digital Vernier Caliper 0-500mm,(379) 1711152610,Magdyn,null,04-05-2026~05-06-2025,,null,
Office Assets,Steel Industrial Locker-24Doors,(380) Steel Industrial Locker-24Doors,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Samrat-16 Crimping Tool,(381) Crimping Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Digital Table Top Weighing Machine-500grms,(382) Digital Table Top Weighing Machine-500grms,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Thread Ring GO Gauge 3.6250-16UN-2B,(383) BU529,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Thread Ring NoGO Gauge 3.6250-16UN-2B,(384) BU530,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Digital Table Top Weighing Machine-500grms,(385) Digital Weighing Machine-500Gx0.01g,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Snap Gauge-Case Flange OD Go-111.09 NoGo-111.05,(386) Snap Gauge-Case Flange OD Go-111.09 NoGo-111.05,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Snap Guage Centre Dsic OD Go-41.250 NoGo-41.300,(387) Snap Guage Centre Dsic OD Go41.250 NoGo41.300,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Dial Gauge Stand,(388) Dial Gauge Stand,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Aluminium Ladder,(389) Aluminium Ladder-Orange color,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Steel Glass Two Swing door Cupboard,(390) Steel Glass Two Swing door Cupboard-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Steel Glass Two Swing door Cupboard,(391) Steel Glass Two Swing door Cupboard-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Steel Glass Two Swing door Cupboard,(392) Steel Glass Two Swing door Cupboard-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Schwimmer Bracket-Blanking Tool,(393) Schwimmer Bracket-Blanking Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Schwimmer Bracket-Piercing Tool,(394) Schwimmer Bracket-Piercing Tool,CO-SRI SABARI INDUSTRIES,2026-01-31 19:17:08~2026-01-13 19:17:08,01-01-2000~01-01-2000,,null,
Dies_Tools,Float Schwimmer Bracket-Forming Tool,(395) Schwimmer Bracket-Forming Tool,CO-SRI SABARI INDUSTRIES,2026-01-31 19:17:34~2026-01-13 19:17:34,01-01-2000~01-01-2000,,null,
Measuring Instruments,Spirit Level-120CM,(396) Spirit Level-120CM,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Spirit Level-20CM,(397) Spirit Level-20CM,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Ultrasonic Cleaner,(398) Ultrasonic Cleaner,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Spirit Level-30CM,(399) Spirit Level-30CM,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Electric Hoist with Trolly,(400) PA1200,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Mitutoyo External Digimatic Micrometer 25-50mm,(401) 76116287,CO-RNS Engineering,2025-04-18 11:27:19~2025-04-18 11:27:19,01-01-2000~01-01-2000,,null,
Measuring Instruments,Measuring Tape,(402) Measuring Tape-Steel 25mm-7.5M,CO-sska,2025-04-18 11:43:59~2025-04-18 11:43:59,01-01-2000~01-01-2000,,null,
Measuring Instruments,Mitutoyo External Analog Vernier Caliper 0-300,(403) Mitutoyo External Analog Vernier Caliper 0-300,Magdyn,null,23-06-2016~22-06-2015,,null,
Measuring Instruments,Mitutoyo Dial Test Indicator 1mic 0-140,(404) 513-501 MZD529,Magdyn,null,24-04-2026~25-04-2025,,null,
Gauges,P1000051969-Rev.B Receiver Gauge,(405) P1000051969-Rev.B Receiver Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge 25-32mm,(406) Adjustable Snap Gauge 25-32mm-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge 25-32mm,(407) Adjustable Snap Gauge 25-32mm-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge 25-32mm,(408) Adjustable Snap Gauge 25-32mm-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge 25-32mm,(409) Adjustable Snap Gauge 25-32mm-4,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge 25-32mm,(410) Adjustable Snap Gauge 25-32mm-5,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge 25-32mm,(411) Adjustable Snap Gauge 25-32mm-6,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge 25-32mm,(412) Adjustable Snap Gauge 25-32mm-7,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Mini Drill Rotary Tool,(413) Mini Drill Rotary Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(414) 803 Mesh Rev. Chair-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(415) 803 Mesh Rev. Chair-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(416) 803 Mesh Rev. Chair-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(417) 803 Mesh Rev. Chair-4,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(418) 803 Mesh Rev. Chair-5,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(419) 803 Mesh Rev. Chair-6,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Magnetic 'V' Block (75x55x75)mm,(420) Magnetic 'V' Block (75x55x75)mm-3''-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,1.5mm Cylindrical Probe L-78mm,(421) 1.5mm Cylindrical Probe L-78mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,4.0mm Ball Probe L-140mm,(422) 4.0mm Ball Probe L-140mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate12-129-622 Rev.C Receiver Gauge,(423) 12-129-622 Rev.C Receiver Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate12-121-622 Rev.E Receiver Gauge,(424) 12-121-622 Rev.E Receiver Gauge,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP-P1000051969-Rev.B Forming Punch and Die Tool,(425) P1000051969-Rev.B Forming Punch and Die Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP-12-121-622 Rev.E Forming Punch and Die Tool,(426) 12-121-622 Rev.E Forming Punch and Die Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP-12-129-622 Rev.C Forming Punch and Die Tool,(427) 12-129-622 Rev.C Forming Punch and Die Tool,CO-CT Tools,2025-07-30 14:35:44~2025-07-30 14:35:44,01-01-2000~01-01-2000,,null,
Measuring Instruments,4.0mm Trimaster Ball Probe-L90,(428) 4.0mm Trimaster Ball Probe-L90,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Non extrusion plate Width Forming Rolling Fixture,(429) Width Forming Rolling Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,NEP Common Grinding Fixture,(430) NEP Common Grinding Fixture-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Rubber Mallet,(431) Rubber Mallet,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Nylon Mallet,(432) Nylon Mallet,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,NEP Common Grinding Fixture,(433) NEP Common Grinding Fixture-2-old,CO-SRI SABARI INDUSTRIES,2025-05-28 12:19:55~2025-05-28 12:19:55,01-01-2000~01-01-2000,,null,
Lathe Tool,16X10 SIR M11 T20 Hardcut ,(434) 16X10 SIR M11 T20 Hardcut-2,CO-Rajeev,2026-12-31 15:08:25~2026-01-07 15:08:25,01-01-2000~01-01-2000,,null,
Tools,TAP HSS 3/8 UNC-3rd,(435) TAP HSS 3/8 UNC-III-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Thread Plug Gauge 3/8-16 UNC-2B,(436) Thread Plug Gauge 3/8-16 UNC-2B-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Diamond Needle Flat File,(437) Diamond Needle Flat File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,JK Half Round Diamond File,(438) JK Half Round Diamond File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,6inch Medium Flat File,(439) 6inch Medium Flat File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,6inch Medium Half Round File,(440) 6inch Medium Half Round File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,4inch Smooth Flat File,(441) 4inch Smooth Flat File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,4inch Smooth Half Round File,(442) 4inch Smooth Half Round File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,4inch Smooth Square File,(443) 4inch Smooth Square File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,4inch Smooth Round File,(444) 4inch Smooth Round File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,8inch Smooth Flat File,(445) 8inch Smooth Flat File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,8inch Smooth Half Round File,(446) 8inch Smooth Half Round File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,8inch Smooth Round File,(447) 8inch Smooth Round File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,8inch Smooth Square File,(448) 8inch Smooth Square File,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Deburring Holder,(449) Deburring Holder,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Metalic Seal End Cap-Rev.C Gauge,(450) P1000027572 Rev-C,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Metalic Seal End Cap-Rev.C Gauge,(451) P1000027575 Rev.C,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Metalic Seal End Cap-Rev.C Gauge,(452) 48-082-957 Rev-D,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate Receiver Gauge,(453) 12-121-657-Rev.C,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate Receiver Gauge,(454) P111384-0000 Rev.D,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate Receiver Gauge,(455) P1000059915 Rev.A,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Addison HSS 9/16inch Drill Bit,(456) Addison HSS 9/16inch Drill Bit,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,P1000051969 Rev.B Width Forming-Die and Punch Tool,(457) Width Forming Die and Punch Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Non Extrusion Plate-Grinding Fixture,(458) Formed next plate Knife edge grinding fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Non Extrusion Plate-Surface Grinding Fixture,(459) P1000051969-Surface Grinding Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Non Extrusion Plate-Surface Grinding Fixture,(460) 12-121&129-622-Surface Grinding Fixture-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Non Extrusion Plate-Surface Grinding Fixture,(461) 12-121&129-622-Surface Grinding Fixture-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Hand Punching Tool,(462) 3mm Hand Punching Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Hand Punching Tool,(463) 5mm Hand Punching Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Counter base Height correcting Fixture,(464) Counter base Height correcting Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,PWI Strapping machine,(465) PWI Strapping machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Non Extrusion Plate Height Snap Gauge,(466) Height Snap Gauge Go-6.475 NoGo-6.222,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Schwimmer Bracket-Turning Fixture,(467) Schwimmer Bracket-Turning Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Mitutoyo 526-102 10-18mm Dial Bore Gauge,(468) 139325,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Insize Universal Bevel Protractor 2372-360,(469) 2372-360,Magdyn,null,26-06-2026~27-06-2025,,null,
Measuring Instruments,Insize Digital Protractor,(470) 0508240748,Magdyn,null,26-06-2026~27-06-2025,,null,
Measuring Instruments,Kristeel Chamfer Gauge 0.50-5.0mm,(471) Kristeel Chamfer Gauge 0.50-5.0mm,Magdyn,null,26-06-2026~27-06-2025,,null,
Machines,Engraving Machine,(472) Engraving Machine-SLTL,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Fruit Picker,(473) Fruit Picker,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Punch and Die Stand with 12plates,(474) Punch and Die Stand,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,2 Feet Stool,(475) 2 Feet Stool,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Counter Shank Taper Shank,(476) Counter Shank Taper Shank dia 2"X 90degree,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Drilling Machine,(477) Drilling Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Roughness Average Meter,(478) Roughness Average Meter,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Arbour Manual press machine,(479) Arbour Manual press machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Atlas Copco-Air Compressor Machine,(480) Atlas Copco-Air Compressor Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Bench vice,(481) Bench vice,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Caste iron play press machine,(482) Caste iron play press machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Dayton Tapping Press machine,(483) Dayton Tapping Press machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Double Ended Bench Grinding Machine,(484) Double Ended Bench Grinding Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Float Leakage Test Machine,(485) Float Leakage Test Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Electronics Items,Techtonics Raspberry Pi Pico Microcontroller,(486) Raspberry Pi Pico Microcontroller-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,SINR S16 007 K08 ID Threading Tool,(487) SINR S16 007 K08 ID Threading Tool,CO-Rajeev,2025-07-14 17:55:29~2025-07-14 17:55:29,01-01-2000~01-01-2000,,null,
Measuring Instruments,Bosch Laser Level Measurer-GLL 3-15 X,(488) Laser Level Measurer-GLL 3-15 X,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,DeWalt DW0165 Laser Distance Measurer,(489) DeWalt DW0165 Laser Distance Measurer,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Stanley Folding Steel Handtruck,(490) Sxwit- FT521,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Linear Motion Guide with Blocks,(491) Linear Motion Guide with Blocks,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Float Bracket Blanking Die Tool,(492) Float Bracket Blanking Die Tool,CO-SRI SABARI INDUSTRIES,2026-01-31 19:18:00~2026-01-13 19:18:00,01-01-2000~01-01-2000,,null,
Dies_Tools,Float Bracket Forming Die Tool,(493) Float Bracket Forming Die Tool,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(494) 803 Mesh Rev. Chair-7,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(495) 803 Mesh Rev. Chair-8,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(496) 803 Mesh Rev. Chair-9,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(497) 803 Mesh Rev. Chair-10,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(498) 803 Mesh Rev. Chair-11,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(499) 803 Mesh Rev. Chair-12,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(500) 803 Mesh Rev. Chair-13,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(501) 803 Mesh Rev. Chair-14,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(502) 803 Mesh Rev. Chair-15,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,803 Mesh Rev. Chair,(503) 803 Mesh Rev. Chair-16,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Non Extrusion Plate-90 degree Restrike Die and Pun,(504) 90 degree Restrike Die and Punch Tool,CO-CT Tools,2025-07-31 12:53:40~2025-07-31 12:53:40,01-01-2000~01-01-2000,,null,
Measuring Instruments,Measuring instruments,(505) Measuring Instruments,CO-umapathi,2026-12-31 15:12:00~2026-01-07 15:12:00,01-01-2000~01-01-2000,,null,
Machines,Digital Weighing Machine-50-120kg,(506) Digital Weighing Machine-50-120kg,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Polishing Machine/Buffing Machine,(507) Polishing Machine/Buffing Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Zhart Digital Vernier 0-150mm,(508) X0013S1ZR3,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,NEP 12-121-657-Plug Gauge-Go-NoGo,(509) Go 16.257 NoGo 16.512-Go 19.419 NoGo 19.677,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP 12-129-651 Press Ejector Pin,(510) Float Stopper Ejector Pin,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,NEP 12-129-651 Press Ejector Pin,(511) Float Stopper Ejector Pad,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Float Half Cup Ejector,(512) Float Half Cup Ejector Pin,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Float Half Cup Ejector,(513) Float Half Cup Ejector Pad,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Float Half Cup Press Ejection Rod,(514) Float Half Cup Press Ejection Rod,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,Float Half Cup and Stopper Ejection Pin,(515) Float Half Cup and Stopper Ejection Pin,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(516) IT-M-MO-001,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(517) IT-M-MO-002,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(518) IT-M-MO-003,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(519) IT-M-MO-004,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(520) IT-M-MO-005,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(521) QC-M-MO-006,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(522) ST-M-MO-007,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(523) ACC-M-MO-008,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(524) ADM-M-MO-009,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(525) ACC-M-MO-010,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(526) ENGRV-M-MO-011,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(527) Elect-M-MO-012,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(528) Elect-M-MO-013,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Monitor,(529) Elect-M-MO-014,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(530) IT-M-MU-001,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(531) IT-M-MU-002,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(532) IT-M-MU-003,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(533) IT-M-MU-004,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(534) IT-M-MU-005,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(535) QC-M-MU-006,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(536) ST-M-MU-007,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(537) ACC-M-MU-008,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(538) ADM-M-MU-009,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(539) ACC-M-MU-010,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(540) Engrv-M-MU-011,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(541) Elect-M-MU-012,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(542) Elect-M-MU-013,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(543) Elect-M-MU-014,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(544) ST-M-MU-015,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(545) QC-M-MU-016,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(546) QC-M-MU-017,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(547) CNC-M-MU-018,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(548) IT-M-MU-019,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Mouse,(549) Elect-M-MU-020,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(550) IT-M-K-001,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(551) IT-M-K-002,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(552) IT-M-K-003,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(553) IT-M-K-004,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(554) IT-M-K-005,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(555) QC-M-K-006,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(556) ST-M-K-007,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(557) ACC-M-K-008,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(558) ADM-M-K-009,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(559) ACC-M-K-010,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(560) Engrv-M-K-011,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(561) Elect-M-K-012,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(562) Elect-M-K-013,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(563) Elect-M-K-014,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Keyboard,(564) ST-M-K-015,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(565) IT-M-C-001,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(566) IT-M-C-002,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(567) IT-M-C-003,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(568) IT-M-C-004,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(569) IT-M-C-005,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(570) QC-M-C-006,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(571) Elect-M-C-007,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(572) ACC-M-C-008,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(573) ADM-M-C-009,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(574) ADM-M-C-010,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(575) Engrv-M-C-011,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(576) Elect-M-C-012,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(577) Elect-M-C-013,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(578) Elect-M-C-014,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,CPU,(579) Elect-M-C-015,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,(580) ST-M-L-001,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,(581) ST-M-L-002,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,(582) QC-M-L-003,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,(583) QC-M-L-004,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,(584) CNC-M-L-005,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,(585) IT-M-L-006,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Printer,(586) IT-M-P-001,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Printer,(587) ACC-M-P-002,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Printer,(588) Acc-M-P-003,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(589) Beetel-Intercom Phone-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(590) Beetel-Intercom Phone-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(591) Beetel-Intercom Phone-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Intercom Phone,(592) Beetel-Intercom Phone-4,Magdyn,null,01-01-2000~01-01-2000,,null,
